Student_ID,Student_Name,Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Gender,Age
STU5033,Pooja Sharma,6.1,61.7,41.7,77.8,B,female,18
STU5034,Navya Mehta,6.4,96.8,51.4,96.5,A,female,24
STU5035,Ira Chopra,2.5,84.4,39.8,87.7,A,F,19
STU5036,Karthik Nair,4.4,92.3,40,73.4,B,M,24
STU5037,Pooja Verma,6.6,75.4,36.6,52.9,D,female,19
STU5038,Ishita Agarwal,9.7,78.9,47.4,67.1,C,female,23
STU5039,Aadhya Saxena,7.5,94.8,49,81.6,B,F,18
STU5040,Myra Reddy,9.3,76.6,53.4,90.3,A,female,20
STU5041,Diya Nair,7.9,81.4,53.2,97.6,A,F,22
STU5042,Vivaan Saxena,6.3,60.8,41.6,76.3,B,M,25
STU5043,Ishaan Malhotra,2.7,66.3,33.5,71.6,B,M,21
STU5044,Aadhya Iyer,7,85.7,34.9,41.1,D,F,25
STU5045,Navya Singh,6.6,88.7,35.4,44.3,D,F,21
STU5046,Vihaan Kumar,6.4,83.3,35.9,49.4,D,M,24
STU5047,Reyansh Kumar,5.4,65.7,30.4,43.3,D,M,17
STU5048,Ira Gupta,5.8,77.8,,64.1,C,F,23
STU5049,Arjun Sharma,4,74.2,33.5,60.2,C,Male,20
STU5050,Ishaan Kumar,5.7,79.8,42.8,78.2,B,M,-2
STU5051,Aditya Bansal,2.8,94.8,36.7,72.1,B,M,-3
STU5052,Nisha Das,8.2,91,48.2,75.8,B,F,21
STU5053,Ira Gupta,2.7,63.4,32.2,68.3,C,F,17
STU5054,Sneha Verma,1.8,95.6,30.2,56.7,C,F,-10
STU5055,Aarav Kapoor,4.9,78.9,46.8,97.2,A,Male,18
STU5056,Ananya Agarwal,6.9,89.8,36.3,45.2,D,F,25
STU5057,Surya Patel,4.9,65.6,45.2,96.3,A,Male,18
STU5058,Sneha Malhotra,3.5,86.8,33.3,58.7,C,F,25
STU5059,Diya Sharma,6,69.5,40.2,,D,F,22
STU5060,Ishaan Verma,4.1,77.5,29.9,46.5,D,Male,25
STU5061,Sneha Reddy,9.4,60.7,38.2,44.3,D,female,22
STU5062,Sai Saxena,9.3,66.1,45,65.8,C,M,22
STU5063,Sara Iyer,5.5,63.7,42.7,84.5,B,F,-5
STU5064,Anika Bansal,4,69.6,31.8,56.2,C,female,24
STU5065,Arjun Agarwal,7.6,64,,73.7,B,Male,19
STU5066,Anika Khanna,1.3,,28.4,56.7,C,F,23
STU5067,Vivaan Kapoor,5.3,61.2,35.7,63.3,C,Male,21
STU5068,Shaurya Mehta,4,84.7,44.8,94.4,A,Male,19
STU5069,Nisha Joshi,9.3,65.6,52.6,91.4,A,,17
STU5070,Sara Mehta,1.1,97.8,33.3,71,B,female,24
STU5071,Arjun Kumar,6,97.3,38,54.3,D,Male,19
STU5072,Aditya Saxena,7.7,69,37.8,51.6,D,M,18
STU5073,Anika Nair,5.4,84.6,48.4,97.2,A,F,17
STU5074,Ananya Patel,1.8,61.1,25.4,52.2,D,F,20
STU5075,Vihaan Sharma,9.8,97.3,55.9,88.5,A,M,24
STU5076,Ananya Das,5.7,80.9,38.1,62.1,C,F,19
STU5077,Aarav Khanna,6.5,61.7,48.9,99.1,A,M,17
STU5078,Pooja Kumar,3.1,73.7,32.2,62.1,C,female,20
STU5079,Arjun Saxena,5.4,63.1,35.4,61.1,C,Male,25
STU5080,Meera Sharma,4.9,75.7,40.8,78.2,B,female,17
STU5081,Vivaan Nair,1.7,86.8,41.4,97.7,A,M,18
STU5082,Karthik Nair,2,78.8,41.5,98.6,A,Male,25
STU5083,Tanvi Bansal,8.5,75.3,49.2,82.4,B,female,-5
STU5084,Rahul Malhotra,3.2,64.8,38.5,85.3,A,Male,19
STU5085,Aditya Bansal,2.8,69.8,34.7,73.8,B,Male,23
STU5086,Aadhya Kapoor,5.5,64,43,85.3,A,female,19
STU5087,Meera Saxena,7.9,92.3,52.5,91.6,A,F,25
STU5088,Aditya Patel,1.6,65.4,30.5,69.2,C,M,22
STU5089,Anika Malhotra,6.2,83.8,43.9,77.2,B,female,19
STU5090,Tanvi Nair,2.1,73.7,33.2,72.2,B,female,25
STU5091,Myra Kumar,1.3,69,31.6,73.7,B,F,-16
STU5092,Vivaan Joshi,1.5,85.6,39.6,93.4,A,M,19
STU5093,Meera Saxena,8.5,78.3,43.2,61.3,C,female,17
STU5094,Harsh Agarwal,2.1,76,27.6,52.5,D,Male,18
STU5095,Arjun Saxena,1.4,83.7,31.4,67.4,C,M,-9
STU5096,Shruti Saxena,,79.7,33.5,52.5,D,F,23
STU5097,Sneha Malhotra,8.6,72.1,45.4,69.9,C,female,18
STU5098,Reyansh Das,3.4,82.4,43.3,94.2,A,Male,18
STU5099,Sai Iyer,4.8,86.8,41.4,77,B,M,-2
STU5100,Ananya Iyer,1.4,61.1,36.3,91.3,A,female,22
STU5101,Rohan Kumar,5,78.6,32.9,50,D,M,-17
STU5102,Yash Reddy,6.2,62.3,46.9,94.1,A,Male,22
STU5103,Arjun Agarwal,6.1,67.5,41.8,76.1,B,Male,25
STU5104,Karthik Reddy,4,82.4,28.8,41.9,D,M,23
STU5105,Harsh Jain,3.8,94.6,40.5,78,B,Male,25
STU5106,Dev Agarwal,2,95.3,42.7,97.1,A,Male,20
STU5107,Karthik Bansal,,62.8,28.3,44.8,D,M,18
STU5108,Aarav Reddy,1.9,76.8,34,74.9,B,M,24
STU5109,Tanvi Patel,7.9,,52.6,94.9,A,F,20
STU5110,Kavya Kumar,9.7,65.9,38.2,40.6,D,female,25
STU5111,Ananya Mehta,9.7,,51.8,77.9,B,F,20
STU5112,Aadhya Mehta,8.8,89.8,47.1,68.5,C,F,24
STU5113,Saanvi Mehta,6.4,96.1,40.6,60.8,C,F,25
STU5114,Priya Chopra,7.3,60.3,43.9,77.7,B,F,25
STU5115,Ira Malhotra,3.6,68.7,27,43.2,D,female,20
STU5116,Dev Iyer,6.7,93.1,48.3,85.2,A,M,17
STU5117,Aryan Das,5.1,86.8,31,40.3,D,Male,19
STU5118,Sai Malhotra,5.3,95.8,37.7,58.4,C,Male,25
STU5119,Rahul Jain,7.8,62.3,42.9,70.2,B,M,20
STU5120,Reyansh Mehta,3.5,83.9,34.2,62.6,C,M,21
STU5121,Aditya Chopra,3.9,82.8,33.6,58.4,C,M,23
STU5122,Krishna Malhotra,9.3,61.4,51.7,89.9,A,Male,21
STU5123,Tanvi Sharma,1.5,80.5,39.9,96.1,A,F,20
STU5124,Anika Chopra,5.4,84.4,47,92.4,A,F,-22
STU5125,Ayushi Reddy,9.2,67.7,46.6,71.3,B,F,18
STU5126,Tanvi Bansal,,70.9,48,93,A,,20
STU5127,Pooja Sharma,5.9,85.6,49,95.3,A,F,25
STU5128,Tanvi Gupta,3.2,78.7,33.7,64.6,C,female,24
STU5129,Manav Malhotra,4.1,94.3,34.7,57,C,Male,-3
STU5130,Kavya Patel,8.7,73.7,38.5,45.9,D,female,25
STU5131,Manav Iyer,6,70.7,39.7,68.7,C,M,21
STU5132,Ishaan Singh,5.6,99.4,50.2,,D,M,19
STU5133,Vivaan Sharma,1.9,96.4,35.6,73.7,B,Male,21
STU5134,Diya Malhotra,1.1,61.2,32.3,80.1,B,F,20
STU5135,Reyansh Verma,9.7,90.8,42.5,46.8,D,Male,24
STU5136,Vivaan Khanna,4.4,64.4,29.8,48.6,D,M,21
STU5137,Ananya Joshi,6.4,61.1,39.3,67.9,C,F,24
STU5138,Reyansh Gupta,1.7,70.9,39.6,97.1,A,M,25
STU5139,Sai Singh,7.1,70.8,39.8,61.6,C,Male,20
STU5140,Ishita Verma,9.4,92.8,55.9,92.6,A,F,23
STU5141,Yash Das,6.2,88.4,35.4,47.2,D,Male,18
STU5142,Arjun Jain,,99.3,37.2,77,B,M,22
STU5143,Meera Das,,88.5,44.1,76,B,F,24
STU5144,Aryan Agarwal,7.9,76.7,51,91.6,A,M,23
STU5145,Ira Kapoor,4.7,88,30.3,40.2,D,F,-22
STU5146,Ritika Agarwal,8.9,100,43.2,51.4,D,female,24
STU5147,Tanvi Iyer,6.8,88.4,38.4,53.2,D,female,23
STU5148,Rohan Mehta,9.1,90.5,56.4,97,A,M,21
STU5149,Aryan Agarwal,6.6,97.5,37.7,49.2,D,Male,23
STU5150,Diya Agarwal,2.2,64.5,23.5,42.2,D,female,19
STU5151,Diya Nair,3.8,88.2,38,72.1,B,female,21
STU5152,Sneha Das,2.8,94,36.5,71.7,B,F,23
STU5153,Anika Nair,9.2,98.2,55.4,90.6,A,F,25
STU5154,Diya Singh,7.8,,51.5,96.9,A,F,18
STU5155,Ishaan Khanna,7.1,80.2,,72.3,B,M,20
STU5156,Arjun Reddy,3.7,87.2,44.9,95.8,A,Male,23
STU5157,Krishna Mehta,2.7,69.9,37.4,83.5,B,Male,-2
STU5158,Anika Reddy,7.8,84,40.8,,D,F,18
STU5159,Rahul Singh,5.3,70.3,46.3,95.7,A,M,25
STU5160,Ira Chopra,3,73.3,37.3,80,B,F,23
STU5161,Arjun Gupta,6.5,77.7,40.2,64.8,C,Male,23
STU5162,Shaurya Patel,1.4,81.2,35.2,80.8,B,M,22
STU5163,Tanvi Nair,3.9,78,34.8,64.1,C,F,19
STU5164,Priya Agarwal,5.2,79.7,32.4,46.9,D,F,19
STU5165,Dev Das,2.3,71.9,36.7,83.1,B,Male,18
STU5166,Nikhil Khanna,9.9,66.4,,89.4,A,M,22
STU5167,Nikhil Patel,2.9,61.9,37.1,83.7,B,Male,20
STU5168,Arjun Reddy,2.2,67.8,27.3,53.7,D,M,21
STU5169,Rahul Sharma,2.8,83.3,43.2,97.4,A,M,19
STU5170,Kavya Singh,7.9,91.4,37.4,41.5,D,F,22
STU5171,Yash Gupta,4.8,66.8,34.3,60,C,Male,-24
STU5172,Sai Malhotra,6.1,64.3,35.3,55.6,C,M,24
STU5173,Anika Patel,1.2,90,24.3,42.9,D,female,25
STU5174,Tanvi Das,1.3,72.2,29.1,64.3,C,F,20
STU5175,Surya Chopra,5,98.1,43,77.4,B,Male,25
STU5176,Shaurya Kapoor,8.3,88.6,53.4,93,A,M,23
STU5177,Pooja Patel,9,73.1,55.1,99.4,A,F,19
STU5178,Nikhil Kapoor,1.8,71.6,37.3,88.5,A,Male,23
STU5179,Harsh Agarwal,,80.9,40.1,68.1,C,Male,17
STU5180,Kavya Malhotra,9.2,63.2,49.7,83.4,B,F,19
STU5181,Dev Saxena,4.5,64.7,42.6,90.6,A,M,22
STU5182,Anika Reddy,,67,44.1,67.9,C,F,20
STU5183,Nisha Saxena,2.2,91,39.6,87.1,A,female,23
STU5184,Meera Saxena,9.4,80.6,47.6,69,C,F,-19
STU5185,Ishaan Jain,7.8,60.4,40.6,63.2,C,Male,17
STU5186,Nisha Saxena,9.5,86.9,49.2,71.6,B,female,25
STU5187,Sneha Saxena,7.1,76.9,46.1,80.6,B,female,22
STU5188,Rahul Sharma,4.3,80.4,41.7,83.6,B,M,24
STU5189,Shruti Kumar,9.4,68.6,44.1,61.4,C,F,19
STU5190,Surya Patel,3.5,82.1,37.5,74.3,B,M,24
STU5191,Ishaan Das,4,99.2,46.3,94.6,A,,18
STU5192,Vivaan Verma,7.3,,50.5,98.6,A,Male,20
STU5193,Aarav Das,7.9,71.4,39,53.6,D,M,19
STU5194,Nikhil Reddy,9.4,69.7,41.2,51.6,D,Male,17
STU5195,Krishna Kapoor,2.8,69.9,36.8,80.6,B,Male,23
STU5196,Diya Malhotra,8.2,75.1,43.4,64.9,C,female,18
STU5197,Dev Jain,7.6,92.7,36.9,41.5,D,M,-21
STU5198,Ira Joshi,1.6,96.5,31.1,60.8,C,F,25
STU5199,Aditya Malhotra,4.5,68.1,42.3,88.4,A,M,-8
STU5200,Krishna Iyer,3.5,81.7,41.5,87.8,A,Male,24
STU5201,Ayushi Reddy,3.7,85.5,36.9,69.7,C,female,18
STU5202,Krishna Nair,9.8,80.9,48.2,68.4,C,M,23
STU5203,Aadhya Patel,6.8,77.4,43.8,74.8,B,female,-6
STU5204,Meera Patel,7.5,67.7,37.7,53.2,D,female,25
STU5205,Aditya Reddy,9.8,79.5,49,71.6,B,Male,23
STU5206,Reyansh Kapoor,4.4,76,28.6,40.7,D,M,-16
STU5207,Harsh Iyer,8.2,91.8,46.1,,D,M,-20
STU5208,Harsh Jain,4.9,90.5,36.9,60.2,C,M,19
STU5209,Ananya Gupta,8.8,65.4,48.3,80.5,B,female,18
STU5210,Tanvi Singh,2.6,63.5,35,78.3,B,F,19
STU5211,Nikhil Verma,9.5,,47.5,62.9,C,M,22
STU5212,Nikhil Patel,3,81.4,26.3,40.4,D,Male,19
STU5213,Shruti Khanna,3.9,94.3,33.8,55.1,C,female,21
STU5214,Meera Chopra,7.8,62.3,45.2,78,B,F,22
STU5215,Shaurya Khanna,4.5,81.1,30.4,44.3,D,M,24
STU5216,Aadhya Kapoor,6.5,81.6,35.1,46.5,D,F,23
STU5217,Ira Verma,5,94.4,43.1,78.8,B,female,24
STU5218,Saanvi Mehta,7.7,63.9,47.4,85.3,A,F,19
STU5219,Sara Kumar,3.1,69.6,31,59.3,C,female,20
STU5220,Ishita Khanna,1.5,76.3,31.4,69.4,C,F,22
STU5221,Ananya Kumar,3.7,94.6,45.9,96.7,A,F,23
STU5222,Kavya Saxena,5.3,97.6,49.4,96.7,A,female,-2
STU5223,Aadhya Verma,2.5,99.7,32.5,58.5,C,F,17
STU5224,Krishna Saxena,4.2,98.4,44.8,88.6,A,Male,24
STU5225,Krishna Mehta,4.6,60.2,37.9,75.6,B,M,24
STU5226,Ritika Malhotra,1.5,61.9,38.7,98.5,A,F,22
STU5227,Diya Bansal,6.2,65.9,39.6,68.7,C,F,20
STU5228,Saanvi Bansal,9,74,51.4,86.5,A,F,19
STU5229,Ishaan Nair,2.4,93.2,40,86.1,A,M,19
STU5230,Myra Mehta,6.4,95.7,43.3,69.8,C,female,22
STU5231,Arjun Verma,7,67.5,47.1,87.7,A,M,24
STU5232,Priya Mehta,4.8,84.8,34.8,55.7,C,F,23
STU5233,Ishita Malhotra,7.3,96.7,38.5,47.3,D,female,17
STU5234,Kavya Singh,4.7,78.5,36.9,65.5,C,F,22
STU5235,Anika Iyer,5.5,64.1,46.4,96.6,A,female,-8
STU5236,Myra Agarwal,1.1,78.3,31,70,B,F,23
STU5237,Ira Verma,7.2,75,45.3,78.1,B,F,25
STU5238,Navya Khanna,7,83.1,45.5,77.4,B,female,21
STU5239,Krishna Malhotra,1.3,77.5,24.8,48,D,Male,17
STU5240,Shaurya Mehta,4.3,60.7,33.7,63.4,C,M,18
STU5241,Ananya Verma,9.8,99.8,54.3,82.4,B,female,20
STU5242,Vivaan Joshi,4.8,81.7,47.3,98.3,A,M,21
STU5243,Vihaan Malhotra,5.5,78.9,33.9,50.1,D,Male,25
STU5244,Krishna Nair,9.2,98.2,,64.6,C,Male,17
STU5245,Priya Singh,7.5,66.2,35.3,45.7,D,female,19
STU5246,Dev Bansal,6.2,67.6,35.5,54.5,D,Male,21
STU5247,Vihaan Das,8.2,92.3,44.4,62.6,C,Male,19
STU5248,Priya Singh,8.8,70.4,46.4,72.4,B,F,20
STU5249,Kavya Nair,5.1,92,35.5,53.8,D,F,19
STU5250,Aditya Kumar,,70.9,33.8,53.7,D,Male,20
STU5251,Sara Iyer,4.5,61.3,41.1,86.7,A,,-8
STU5252,Rohan Das,9.7,80.7,56.8,97.8,A,Male,24
STU5253,Kavya Kumar,7.3,67.9,39.2,59.4,C,F,20
STU5254,Sai Joshi,,90.3,36.8,81.3,B,Male,23
STU5255,Shaurya Joshi,8.8,85.6,42.8,55.5,C,Male,18
STU5256,Vihaan Joshi,5.3,96.9,49,95.7,A,M,18
STU5257,Aarav Jain,1.6,91.3,36.4,80.4,B,Male,22
STU5258,Aarav Mehta,5.9,67.2,45,88.2,A,M,18
STU5259,Aadhya Chopra,4.8,92,31.7,43,D,female,22
STU5260,Arjun Kapoor,8.9,85.7,49.1,75.9,B,Male,18
STU5261,Shaurya Singh,2.8,86.8,35.8,71.7,B,Male,20
STU5262,Aarav Singh,8.4,93.3,43.4,57.6,C,M,23
STU5263,Aditya Saxena,6,83,37,55.7,C,Male,24
STU5264,Shruti Kumar,1.5,78.6,33.3,74.8,B,F,19
STU5265,Harsh Reddy,9.7,85.5,52.7,82.4,B,M,25
STU5266,Sai Mehta,5.6,71.9,31,42,D,M,18
STU5267,Ira Iyer,3.6,67.3,36.1,74,B,F,-4
STU5268,Aditya Saxena,5.2,84.7,33.9,50.2,D,Male,24
STU5269,Priya Jain,8.7,69.4,38.9,48.4,D,female,20
STU5270,Tanvi Das,3.7,63.2,36.9,77.4,B,female,-23
STU5271,Kavya Bansal,2.7,60,29,58.7,C,,17
STU5272,Reyansh Nair,2.2,84.3,32.8,66.5,C,M,18
STU5273,Vihaan Gupta,3.7,74.5,33.3,61.6,C,M,-4
STU5274,Ritika Sharma,8,90.1,48.7,78.9,B,F,18
STU5275,Vihaan Singh,5.2,75,38.4,68.2,C,Male,18
STU5276,Sneha Sharma,3,79.4,,97.8,A,F,22
STU5277,Vivaan Khanna,2.5,76.3,31,61.1,C,M,23
STU5278,Meera Singh,4,86,41.9,84.4,B,female,23
STU5279,Nikhil Kumar,9.5,74.2,43,55.4,C,Male,25
STU5280,Kavya Kapoor,4.1,98.6,39.2,70.5,B,female,22
STU5281,Nikhil Mehta,9.9,97.4,51.5,73.2,B,Male,24
STU5282,Sneha Kumar,5.4,93.9,38.1,59.7,C,female,22
STU5283,Krishna Agarwal,2.6,96.8,35.4,68.3,C,Male,18
STU5284,Diya Chopra,9,78,42.8,56.8,C,female,17
STU5285,Shruti Gupta,5.1,81.5,30.5,40.4,D,F,-2
STU5286,Rohan Mehta,7.4,89.7,39.6,,D,M,25
STU5287,Sara Patel,9.9,87.8,53.2,82,B,F,24
STU5288,Sneha Khanna,1.5,95.6,38.4,86.3,A,female,20
STU5289,Reyansh Reddy,1.9,88.7,29.7,56.8,C,Male,21
STU5290,Sneha Patel,7.5,99.9,44.3,64.5,C,F,21
STU5291,Sneha Singh,3.5,73.9,27,42.2,D,female,22
STU5292,Yash Bansal,2.7,93.3,31,54.2,D,M,19
STU5293,Yash Joshi,1.4,87.9,37.6,86.8,A,Male,21
STU5294,Aadhya Khanna,1.2,87.7,34.1,76.4,B,F,18
STU5295,Surya Kumar,8,73,39,52.3,D,M,17
STU5296,Meera Verma,2.2,91.4,30.2,55.4,C,female,17
STU5297,Surya Malhotra,5.2,96,46.7,89,A,Male,23
STU5298,Myra Kumar,6.5,68.7,35.6,,D,female,18
STU5299,Dev Das,4.9,85,36.3,60,C,Male,20
STU5300,Harsh Sharma,1.2,75.7,33.9,79.9,B,M,21
STU5301,Aarav Nair,8.1,99.6,48.3,73.7,B,M,23
STU5302,Arjun Kapoor,1.1,79.2,30.4,67.7,C,M,18
STU5303,Ritika Agarwal,7.9,69.1,50.9,,D,F,22
STU5304,Priya Das,9,75.3,41.5,53.2,D,F,17
STU5305,Tanvi Joshi,4.9,86.2,43.8,84.5,B,F,23
STU5306,Navya Khanna,5.8,63,32.8,49.5,D,female,25
STU5307,Sara Saxena,5.3,84.1,42.1,76.9,B,F,-9
STU5308,Karthik Agarwal,4.5,97.2,46.4,92.2,A,Male,21
STU5309,Reyansh Agarwal,9,94,47.6,67.5,C,M,20
STU5310,Shruti Reddy,9,62.7,49.3,83.5,B,female,-13
STU5311,Nisha Sharma,4,99.7,,89.2,A,female,25
STU5312,Ayushi Jain,6.5,87.9,36.2,48.2,D,F,21
STU5313,Vivaan Bansal,9.3,66.5,49.9,82.3,B,Male,24
STU5314,Nikhil Jain,9.7,60.5,54,95.2,A,M,25
STU5315,Ananya Saxena,5.6,66.9,40.3,74.6,B,female,21
STU5316,Karthik Nair,5.1,93.5,34.9,51.2,D,M,25
STU5317,Rohan Nair,3.5,,27.4,47.6,D,Male,18
STU5318,Manav Kumar,9.6,69.3,42.8,55.6,C,M,25
STU5319,Sara Saxena,2.3,90.3,27.5,46.2,D,F,20
STU5320,Rohan Kumar,6.2,83.4,42,70.8,B,M,22
STU5321,Anika Iyer,3.5,91.3,29.4,44.2,D,female,22
STU5322,Navya Gupta,3.5,89.8,32,53.4,D,F,22
STU5323,Priya Jain,4.6,62,35.3,66.4,C,F,18
STU5324,Tanvi Jain,10,95.7,50.1,,D,F,-17
STU5325,Tanvi Nair,1.5,69.1,32.1,73.9,B,F,22
STU5326,Diya Mehta,6.2,82.1,45.3,82.3,B,female,17
STU5327,Aditya Saxena,1.7,85.8,24.8,42.8,D,Male,18
STU5328,Karthik Kapoor,2.4,66.7,24.9,44.8,D,Male,23
STU5329,Sara Singh,5,99,33,43.7,D,F,17
STU5330,Sai Das,5.6,79.5,38.8,65.4,C,Male,17
STU5331,Ayushi Sharma,3.3,62.3,25.6,42.5,D,female,17
STU5332,Aarav Das,3.8,97.5,,84.8,B,Male,-5
STU5333,Ishaan Malhotra,1.8,83.5,28,53.4,D,Male,20
STU5334,Meera Verma,3.7,88,45.1,96.4,A,female,20
STU5335,Dev Das,9.7,81,48.3,69.2,C,Male,18
STU5336,Ritika Saxena,9.5,93.4,48.4,,D,F,17
STU5337,Tanvi Gupta,4,61.3,40.2,86.8,A,F,25
STU5338,Tanvi Reddy,6.1,70.7,44.1,82.8,B,female,23
STU5339,Sara Nair,9.2,78.8,49.2,76.4,B,F,20
STU5340,Priya Iyer,1.1,63.1,37.3,96.1,A,F,22
STU5341,Ayushi Joshi,8.3,88.2,45,65.3,C,F,18
STU5342,Shruti Kumar,9.5,75.7,53.1,88.5,A,F,23
STU5343,Navya Sharma,1.8,70.9,29.5,62.8,C,F,18
STU5344,Karthik Patel,2.5,60.1,38.1,90.3,A,Male,24
STU5345,Priya Chopra,9.6,88.8,44.8,55.6,C,female,24
STU5346,Reyansh Bansal,5.8,93.4,38.2,57.4,C,M,17
STU5347,Anika Agarwal,1.1,75.8,34,80.7,B,female,24
STU5348,Anika Singh,3.3,82.6,30.7,52.8,D,,18
STU5349,Pooja Patel,5,69.1,33,53.7,D,female,22
STU5350,Ishaan Malhotra,7.2,84.9,40.4,58.3,C,Male,17
STU5351,Aadhya Malhotra,7.6,60.5,45.5,80.7,B,female,21
STU5352,Saanvi Patel,10,79.5,56,93.4,A,female,23
STU5353,Harsh Bansal,3.6,85.8,39.9,80.5,B,Male,17
STU5354,Meera Patel,5.8,,48.2,89.7,A,F,18
STU5355,Krishna Reddy,5.8,75.3,40.9,72.6,B,M,23
STU5356,Diya Gupta,4.7,90.6,31.7,44.1,D,F,22
STU5357,Sneha Saxena,2.5,83.9,27.2,46,D,female,19
STU5358,Sneha Mehta,9.8,97.1,51.3,73.3,B,F,18
STU5359,Harsh Agarwal,8.7,,42.9,59.7,C,Male,20
STU5360,Krishna Das,5.5,72.8,34.2,53.2,D,M,-10
STU5361,Nisha Verma,6.4,95.5,42.8,68,C,F,23
STU5362,Ayushi Chopra,3,62,36.2,80,B,female,24
STU5363,Reyansh Verma,5.9,65.5,37.3,63.1,C,M,18
STU5364,Ishita Saxena,7.3,63.3,47.4,88.2,A,female,23
STU5365,Anika Gupta,5.6,93.7,45.9,84.3,B,F,24
STU5366,Aadhya Bansal,9.9,60.4,51.1,,D,F,22
STU5367,Kavya Agarwal,6.5,94.5,52.2,99.1,A,female,22
STU5368,Krishna Saxena,,78.1,33.7,57.7,C,M,17
STU5369,Sai Sharma,7.9,60.2,45.4,78.7,B,M,20
STU5370,Manav Verma,2.5,76.1,40,91.3,A,M,17
STU5371,Priya Jain,4.5,67.5,38.2,74.8,B,F,20
STU5372,Tanvi Khanna,4.1,85,42.9,87.4,A,F,18
STU5373,Ayushi Kumar,4.9,87.2,38,64.9,C,female,21
STU5374,Pooja Iyer,8,79.5,46.6,75.4,B,female,25
STU5375,Vivaan Kapoor,5.4,61.6,30,43.3,D,Male,19
STU5376,Rohan Gupta,8.1,86.2,54.6,99.1,A,Male,24
STU5377,Nikhil Patel,6.2,93.7,48.2,88,A,Male,19
STU5378,Diya Iyer,4.1,88.8,44.7,92.1,A,female,22
STU5379,Yash Sharma,8.3,93.2,50.4,81.7,B,M,20
STU5380,Ayushi Sharma,3.1,68,28.4,51.2,D,,24
STU5381,Ritika Kapoor,3,95.6,28.1,41.9,D,female,22
STU5382,Priya Bansal,5.5,72.9,45.9,91.9,A,F,-1
STU5383,Karthik Bansal,3.3,60.5,31.8,63.8,C,M,17
STU5384,Rahul Sharma,1.1,93.7,28.3,55.8,C,Male,22
STU5385,Ayushi Mehta,6.8,97.7,45.5,73.7,B,F,17
STU5386,Aarav Khanna,5.6,86.2,39.4,65.3,C,M,17
STU5387,Dev Bansal,5,69.3,40.7,79.1,B,M,24
STU5388,Saanvi Singh,9.7,70.1,47.1,69,C,F,23
STU5389,Pooja Agarwal,6.1,78.7,44.6,81.8,B,,19
STU5390,Aditya Chopra,8.8,95.9,54.6,91.2,A,Male,22
STU5391,Navya Agarwal,2.3,66,26.7,51.7,D,F,25
STU5392,Nisha Khanna,6.1,93,39.4,59.8,C,F,23
STU5393,Ira Verma,8.8,71.7,44.6,66.2,C,F,19
STU5394,Priya Das,6.2,92.3,50.9,97.7,A,female,22
STU5395,Rohan Reddy,7.5,96.8,43.2,61.9,C,M,20
STU5396,Reyansh Agarwal,4.3,77.1,35.2,62.9,C,Male,19
STU5397,Surya Jain,1.8,74.6,34.8,79.2,B,Male,25
STU5398,Myra Reddy,5.1,92.1,39,,D,F,18
STU5399,Ishaan Das,4.6,81.2,46.4,97.1,A,M,17
STU5400,Tanvi Verma,8.8,87.4,54.4,93.7,A,F,18
STU5401,Krishna Kapoor,3.2,84.9,36.1,70.8,B,M,23
STU5402,Nisha Mehta,9.7,66.1,49.6,78.7,B,F,17
STU5403,Ishita Khanna,9.6,93.8,41.6,43.5,D,F,22
STU5404,Karthik Jain,3.2,67.8,37.7,81.7,B,M,-21
STU5405,Vihaan Chopra,4.1,97.3,42.7,82.4,B,Male,25
STU5406,Shaurya Singh,9.1,70,43.7,61.6,C,Male,24
STU5407,Ayushi Iyer,9.7,89.4,44.3,53.2,D,female,22
STU5408,Sai Khanna,5,71.4,45.6,94.9,A,M,19
STU5409,Rohan Kumar,3.9,72.7,34.8,65.6,C,Male,24
STU5410,Aryan Nair,,72.4,42.4,79.2,B,Male,23
STU5411,Aditya Khanna,7.2,89.9,36,42,D,M,19
STU5412,Reyansh Das,3.5,82.3,34.7,64.8,C,Male,25
STU5413,Shaurya Jain,7.6,95.3,51.4,89,A,M,18
STU5414,Vivaan Agarwal,1.5,72.3,29.2,63.3,C,Male,19
STU5415,Sneha Joshi,1.4,87.7,34.4,76.2,B,F,-13
STU5416,Aryan Sharma,4.5,90.1,33.8,52.6,D,M,17
STU5417,Ayushi Mehta,4.2,66.1,34.5,65,C,,20
STU5418,Nikhil Nair,3.8,76,43.9,95.7,A,Male,21
STU5419,Aditya Joshi,5.4,79.3,40.9,74,B,M,22
STU5420,Pooja Gupta,3.9,74.2,43.4,94.1,A,female,21
STU5421,Ananya Bansal,2.7,72.9,40.9,,D,female,17
STU5422,Aryan Sharma,3.8,87.5,45.3,96.6,A,M,-23
STU5423,Ananya Malhotra,9.8,68.6,54.6,93.7,A,female,17
STU5424,Rahul Joshi,4.7,88.4,,40.2,D,Male,21
STU5425,Sai Kapoor,5,97.4,48.5,96,A,Male,21
STU5426,Shaurya Reddy,6.2,82.6,35.1,48.2,D,M,22
STU5427,Aryan Malhotra,9.9,84.5,41,42.4,D,Male,24
STU5428,Ishaan Gupta,3.2,62.8,25.7,43.3,D,Male,17
STU5429,Saanvi Nair,7.1,94.6,41.9,60.9,C,female,20
STU5430,Aditya Singh,7.4,71.4,45.1,77.2,B,Male,17
