Student_ID,Student_Name,Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Gender,Age,Study_Efficiency,Sleep_Hours,Internet_Usage_Hours
STU5019,Tanvi Jain,6.0,67.7,46.6,92.7,,female,-15,0.62,6.2,2.6
STU5020,Sai Nair,8.7,87.5,52.8,88.7,A,Male,-11,0.88,4.8,
STU5021,Ira Kapoor,7.0,70.9,,44.6,D,female,,0.98,4.1,4.0
STU5022,Shaurya Singh,4.9,93.3,34.8,52.1,D,Male,23,,,5.7
STU5023,Ira Khanna,9.6,63.3,49.4,79.5,B,female,19,0.6,7.2,6.8
STU5024,Karthik Verma,7.5,90.9,44.1,66.6,C,M,23,0.93,6.4,3.9
STU5025,Dev Kapoor,9.4,64.0,42.4,57.4,C,Male,23,0.78,5.1,6.0
STU5026,Saanvi Bansal,5.7,95.2,,65.1,C,female,,0.82,6.2,6.7
STU5027,Priya Verma,3.3,,33.8,,C,F,-14,0.84,7.4,1.0
STU5028,Vihaan Iyer,1.5,,418.0714685,94.6,,M,17,0.97,5.8,4.8
STU5029,Karthik Reddy,7.5,79.5,36.8,,D,M,,0.85,7.0,3.0
STU5030,Ayushi Kumar,2.1,,28.7,56.8,C,female,25,,8.4,5.7
STU5031,Sara Patel,3.7,85.8,,72.3,B,,23,,7.5,
STU5032,Reyansh Kumar,5.8,97.9,,81.9,B,,,0.57,5.2,3.8
STU5033,Pooja Sharma,6.1,61.7,41.7,77.8,B,female,18,0.86,4.9,6.8
STU5034,Navya Mehta,6.4,96.8,51.4,96.5,A,,24,1.0,9.1,3.3
STU5035,Ira Chopra,2.5,84.4,39.8,,A,F,19,0.93,,6.9
STU5036,Karthik Nair,4.4,,40.0,,B,M,24,0.71,4.3,1.3
STU5037,Pooja Verma,6.6,75.4,36.6,52.9,D,female,19,0.92,8.8,3.1
STU5038,Ishita Agarwal,9.7,78.9,47.4,67.1,C,female,23,0.58,9.7,1.9
STU5039,Aadhya Saxena,7.5,94.8,,81.6,B,F,18,0.83,9.9,47.33712864
STU5040,Myra Reddy,9.3,76.6,53.4,90.3,A,female,,0.82,10.0,4.0
STU5041,Diya Nair,,81.4,,97.6,A,F,22,0.7,7.8,1.3
STU5042,Vivaan Saxena,6.3,60.8,41.6,,B,M,25,0.76,6.8,7.6
STU5043,Ishaan Malhotra,2.7,66.3,33.5,71.6,B,M,21,0.61,7.6,7.6
STU5044,Aadhya Iyer,,85.7,,41.1,D,F,192.1504803,0.69,6.2,7.8
STU5045,Navya Singh,6.6,,35.4,,D,F,,,6.7,3.9
STU5046,Vihaan Kumar,,83.3,35.9,49.4,D,M,24,0.53,8.1,5.5
STU5047,Reyansh Kumar,5.4,65.7,30.4,43.3,,M,17,0.83,,5.7
STU5048,Ira Gupta,5.8,77.8,,64.1,C,F,23,0.57,,3.9
STU5049,Arjun Sharma,4.0,74.2,33.5,60.2,C,Male,20,0.52,5.9,2.1
STU5050,Ishaan Kumar,5.7,79.8,42.8,,B,M,-2,0.8,8.8,5.5
STU5051,Aditya Bansal,2.8,94.8,36.7,72.1,B,M,-3,0.96,,
STU5052,Nisha Das,8.2,91.0,48.2,75.8,B,F,21,0.82,9.7,7.6
STU5053,Ira Gupta,,63.4,32.2,68.3,C,F,17,0.94,5.4,6.2
STU5054,Sneha Verma,1.8,95.6,30.2,56.7,C,F,-10,0.56,9.6,
STU5055,Aarav Kapoor,4.9,78.9,46.8,97.2,A,Male,,0.91,6.3,5.1
STU5056,Ananya Agarwal,6.9,89.8,36.3,45.2,D,,25,8.469631641,8.0,5.3
STU5057,Surya Patel,4.9,65.6,,96.3,A,Male,18,0.98,8.2,
STU5058,Sneha Malhotra,3.5,86.8,33.3,58.7,,F,,0.52,7.1,1.7
STU5059,Diya Sharma,6.0,69.5,40.2,,,,22,0.56,7.0,3.7
STU5060,Ishaan Verma,,77.5,29.9,46.5,D,Male,25,0.96,6.0,4.5
STU5061,Sneha Reddy,9.4,60.7,38.2,44.3,,female,22,,4.9,5.8
STU5062,Sai Saxena,9.3,66.1,45.0,65.8,C,,22,0.56,6.0,7.9
STU5063,Sara Iyer,5.5,,42.7,84.5,B,F,-5,0.51,4.1,7.2
STU5064,Anika Bansal,4.0,69.6,31.8,56.2,C,female,24,0.97,,7.0
STU5065,Arjun Agarwal,7.6,64.0,,73.7,B,Male,19,0.64,9.7,2.9
STU5066,Anika Khanna,1.3,,28.4,56.7,C,F,unknown,0.64,74.42520726,2.4
STU5067,Vivaan Kapoor,5.3,61.2,35.7,63.3,C,Male,21,0.88,9.5,1.3
STU5068,Shaurya Mehta,4.0,84.7,44.8,94.4,A,Male,19,0.79,6.0,6.6
STU5069,Nisha Joshi,9.3,,52.6,91.4,A,,17,0.51,,2.4
STU5070,Sara Mehta,1.1,97.8,33.3,71.0,B,female,24,0.59,80.56908405,1.5
STU5071,Arjun Kumar,6.0,97.3,,54.3,D,Male,19,0.94,8.0,3.5
STU5072,Aditya Saxena,7.7,69.0,37.8,51.6,D,M,18,0.96,8.5,6.5
STU5073,Anika Nair,5.4,84.6,48.4,97.2,A,,17,0.59,7.4,3.4
STU5074,Ananya Patel,1.8,61.1,25.4,52.2,D,F,20,0.52,8.8,5.1
STU5075,Vihaan Sharma,9.8,97.3,55.9,88.5,A,M,,0.63,9.1,1.0
STU5076,Ananya Das,5.7,80.9,38.1,62.1,C,F,19,0.86,7.2,2.2
STU5077,Aarav Khanna,6.5,61.7,,99.1,A,M,17,0.68,7.4,7.3
STU5078,Pooja Kumar,3.1,,32.2,62.1,C,female,20,0.73,6.8,4.8
STU5079,Arjun Saxena,5.4,873.7200253,35.4,,C,Male,25,0.91,7.0,
STU5080,Meera Sharma,4.9,75.7,40.8,78.2,B,female,unknown,0.55,7.1,6.9
STU5081,Vivaan Nair,1.7,86.8,41.4,97.7,A,M,18,0.51,6.7,7.8
STU5082,Karthik Nair,2.0,,41.5,98.6,,Male,25,0.94,5.9,
STU5083,Tanvi Bansal,8.5,75.3,49.2,82.4,B,,-5,0.8,4.5,5.9
STU5084,Rahul Malhotra,3.2,64.8,38.5,,A,Male,19,0.76,5.0,5.2
STU5085,Aditya Bansal,2.8,69.8,34.7,,B,Male,23,0.65,9.5,2.9
STU5086,Aadhya Kapoor,5.5,64.0,,85.3,A,female,-9,0.63,8.3,5.2
STU5087,Meera Saxena,7.9,92.3,52.5,91.6,A,,25,0.67,5.6,7.2
STU5088,Aditya Patel,1.6,65.4,30.5,69.2,C,M,,0.84,5.9,4.1
STU5089,Anika Malhotra,6.2,83.8,43.9,77.2,B,female,19,0.73,,7.1
STU5090,Tanvi Nair,2.1,73.7,33.2,,B,female,25,,6.4,
STU5091,Myra Kumar,1.3,913.2707667,31.6,,B,F,,0.59,6.9,4.0
STU5092,Vivaan Joshi,,85.6,,93.4,A,M,19,0.52,6.3,2.7
STU5093,Meera Saxena,8.5,78.3,43.2,61.3,C,female,17,0.63,5.8,5.4
STU5094,Harsh Agarwal,,76.0,,854.6820301,D,Male,,0.96,8.9,3.4
STU5095,Arjun Saxena,1.4,83.7,31.4,827.3907603,C,M,-9,0.63,7.3,7.8
STU5096,Shruti Saxena,,79.7,33.5,52.5,D,F,23,0.54,5.5,
STU5097,Sneha Malhotra,8.6,72.1,406.5647178,69.9,C,female,18,,,7.2
STU5098,Reyansh Das,3.4,,43.3,94.2,A,Male,18,0.79,4.1,6.0
STU5099,Sai Iyer,4.8,86.8,,77.0,B,M,-2,0.88,8.2,2.6
STU5100,Ananya Iyer,1.4,61.1,36.3,91.3,A,female,22,0.61,9.7,2.5
STU5101,Rohan Kumar,5.0,78.6,,,D,M,,0.78,4.3,
STU5102,Yash Reddy,6.2,62.3,46.9,94.1,A,Male,22,0.98,9.6,4.6
STU5103,Arjun Agarwal,6.1,67.5,,76.1,B,Male,25,0.65,6.2,5.0
STU5104,Karthik Reddy,4.0,82.4,28.8,41.9,D,M,,0.73,5.9,2.7
STU5105,Harsh Jain,3.8,94.6,40.5,78.0,B,Male,25,,4.9,1.3
STU5106,Dev Agarwal,,95.3,42.7,,A,Male,20,0.5,,3.1
STU5107,Karthik Bansal,,62.8,28.3,44.8,,,18,0.61,8.0,6.0
STU5108,Aarav Reddy,1.9,76.8,34.0,74.9,,M,24,0.62,4.5,2.9
STU5109,Tanvi Patel,7.9,,52.6,94.9,A,,-14,,4.4,5.4
STU5110,Kavya Kumar,9.7,,38.2,40.6,D,female,,0.88,7.1,3.3
STU5111,Ananya Mehta,9.7,,51.8,77.9,B,F,20,0.84,9.6,3.2
STU5112,Aadhya Mehta,,89.8,,68.5,C,F,24,0.53,9.0,6.5
STU5113,Saanvi Mehta,,96.1,40.6,,C,F,unknown,0.92,9.7,2.5
STU5114,Priya Chopra,7.3,,43.9,77.7,B,,-5,,5.0,2.8
STU5115,Ira Malhotra,3.6,68.7,27.0,43.2,D,female,20,0.92,7.3,5.8
STU5116,Dev Iyer,6.7,907.4048038,48.3,85.2,,M,17,0.54,5.2,4.9
STU5117,Aryan Das,5.1,86.8,31.0,40.3,D,,19,,5.2,5.7
STU5118,Sai Malhotra,5.3,95.8,37.7,58.4,C,Male,25,0.87,5.8,2.4
STU5119,Rahul Jain,7.8,,,70.2,B,M,20,0.75,7.9,4.9
STU5120,Reyansh Mehta,3.5,83.9,34.2,62.6,C,M,21,0.56,6.4,2.8
STU5121,Aditya Chopra,57.66476621,82.8,33.6,58.4,C,M,23,,6.5,8.0
STU5122,Krishna Malhotra,9.3,61.4,51.7,89.9,,Male,21,,9.0,3.5
STU5123,Tanvi Sharma,,80.5,,96.1,A,F,,0.91,,2.4
STU5124,Anika Chopra,,84.4,47.0,92.4,A,F,-22,0.93,9.0,7.7
STU5125,Ayushi Reddy,9.2,67.7,46.6,71.3,B,F,18,0.97,,4.1
STU5126,Tanvi Bansal,,70.9,,93.0,A,,,0.81,9.9,51.91104654
STU5127,Pooja Sharma,5.9,85.6,49.0,95.3,A,,25,0.5,6.8,48.80699553
STU5128,Tanvi Gupta,3.2,78.7,459.5289812,64.6,,female,24,0.85,8.4,6.4
STU5129,Manav Malhotra,4.1,94.3,,57.0,C,Male,-3,0.71,6.5,3.2
STU5130,Kavya Patel,8.7,73.7,38.5,45.9,D,female,25,0.93,4.6,7.7
STU5131,Manav Iyer,6.0,70.7,39.7,68.7,C,M,21,0.62,7.8,4.3
STU5132,Ishaan Singh,5.6,99.4,50.2,,,,19,0.5,8.3,6.2
STU5133,Vivaan Sharma,1.9,96.4,35.6,73.7,B,Male,21,0.93,82.55681255,7.6
STU5134,Diya Malhotra,63.53786285,,,80.1,B,F,20,0.54,9.9,4.4
STU5135,Reyansh Verma,9.7,,42.5,46.8,D,Male,24,0.91,4.0,3.4
STU5136,Vivaan Khanna,4.4,,,,D,,21,,7.8,
STU5137,Ananya Joshi,6.4,,,67.9,C,F,24,0.54,8.1,2.0
STU5138,Reyansh Gupta,1.7,70.9,39.6,97.1,A,M,25,,7.7,2.3
STU5139,Sai Singh,7.1,70.8,39.8,61.6,C,Male,195.1953867,0.51,,6.0
STU5140,Ishita Verma,9.4,92.8,55.9,92.6,A,F,,,,3.0
STU5141,Yash Das,66.69464231,88.4,35.4,,D,Male,18,0.99,9.7,2.1
STU5142,Arjun Jain,,99.3,37.2,77.0,B,,22,0.83,9.5,3.6
STU5143,Meera Das,,88.5,44.1,76.0,B,F,24,0.72,9.9,7.1
STU5144,Aryan Agarwal,7.9,76.7,51.0,91.6,A,M,23,0.66,5.1,6.6
STU5145,Ira Kapoor,4.7,88.0,30.3,40.2,D,F,,7.661859608,5.5,6.3
STU5146,Ritika Agarwal,8.9,100.0,43.2,51.4,D,female,24,0.89,5.2,2.3
STU5147,Tanvi Iyer,,88.4,38.4,,,female,23,0.51,6.1,1.2
STU5148,Rohan Mehta,9.1,,56.4,97.0,A,M,21,0.91,,6.1
STU5149,Aryan Agarwal,59.87061652,97.5,37.7,49.2,,Male,,0.82,5.1,
STU5150,Diya Agarwal,2.2,64.5,23.5,,D,female,19,0.97,5.8,
STU5151,Diya Nair,3.8,88.2,38.0,72.1,B,female,,0.59,8.9,3.3
STU5152,Sneha Das,2.8,94.0,36.5,71.7,B,F,23,0.83,5.6,4.2
STU5153,Anika Nair,9.2,98.2,55.4,90.6,A,F,25,0.98,7.2,5.1
STU5154,Diya Singh,7.8,,51.5,96.9,A,F,,0.53,4.4,2.5
STU5155,Ishaan Khanna,7.1,80.2,,72.3,B,M,,0.94,4.3,4.7
STU5156,Arjun Reddy,,87.2,44.9,95.8,A,Male,23,0.88,8.1,3.1
STU5157,Krishna Mehta,2.7,69.9,37.4,83.5,B,,-2,0.61,7.9,5.3
STU5158,Anika Reddy,7.8,84.0,,,,F,18,0.85,5.8,
STU5159,Rahul Singh,5.3,70.3,46.3,95.7,A,M,,0.75,9.2,4.0
STU5160,Ira Chopra,3.0,73.3,37.3,80.0,B,F,23,0.7,5.3,2.2
STU5161,Arjun Gupta,6.5,77.7,,64.8,C,,23,0.57,8.9,4.7
STU5162,Shaurya Patel,1.4,,35.2,80.8,B,M,22,0.53,6.6,6.7
STU5163,Tanvi Nair,3.9,78.0,,64.1,C,F,19,,9.8,3.5
STU5164,Priya Agarwal,5.2,79.7,32.4,46.9,D,F,19,0.93,8.0,2.5
STU5165,Dev Das,2.3,71.9,36.7,83.1,B,Male,18,0.57,7.8,4.3
STU5166,Nikhil Khanna,9.9,,,89.4,A,M,22,0.56,9.9,7.3
STU5167,Nikhil Patel,2.9,61.9,37.1,83.7,B,Male,20,0.66,,1.9
STU5168,Arjun Reddy,,,27.3,53.7,D,M,21,0.73,4.9,3.6
STU5169,Rahul Sharma,2.8,83.3,43.2,97.4,A,M,19,0.76,8.4,54.49014124
STU5170,Kavya Singh,7.9,91.4,37.4,41.5,D,F,,0.69,,7.3
STU5171,Yash Gupta,4.8,66.8,34.3,60.0,C,Male,-24,0.95,5.2,6.6
STU5172,Sai Malhotra,6.1,64.3,35.3,,C,M,24,0.87,4.7,
STU5173,Anika Patel,1.2,986.1545346,,42.9,D,,25,0.63,9.7,1.1
STU5174,Tanvi Das,1.3,,29.1,64.3,C,F,-11,0.72,5.5,4.3
STU5175,Surya Chopra,5.0,98.1,43.0,77.4,B,Male,25,0.93,10.0,1.1
STU5176,Shaurya Kapoor,8.3,88.6,53.4,93.0,A,M,,0.98,9.7,4.3
STU5177,Pooja Patel,9.0,73.1,55.1,,A,,19,0.84,6.2,2.7
STU5178,Nikhil Kapoor,1.8,71.6,37.3,88.5,A,Male,unknown,,4.3,4.8
STU5179,Harsh Agarwal,,80.9,,68.1,,Male,17,0.81,7.4,5.8
STU5180,Kavya Malhotra,9.2,63.2,49.7,83.4,B,F,unknown,0.65,6.7,5.3
STU5181,Dev Saxena,4.5,64.7,425.7431769,90.6,,M,22,0.59,5.4,1.8
STU5182,Anika Reddy,,67.0,44.1,67.9,C,F,20,0.82,9.6,7.2
STU5183,Nisha Saxena,2.2,91.0,39.6,87.1,A,female,23,0.96,4.6,6.0
STU5184,Meera Saxena,9.4,80.6,47.6,69.0,C,F,-13,0.85,4.3,4.4
STU5185,Ishaan Jain,,60.4,40.6,63.2,C,Male,17,0.81,,7.3
STU5186,Nisha Saxena,9.5,86.9,49.2,,B,female,25,0.55,4.7,5.5
STU5187,Sneha Saxena,7.1,76.9,46.1,80.6,B,,22,0.78,9.9,5.7
STU5188,Rahul Sharma,4.3,80.4,41.7,83.6,,M,24,0.72,6.2,5.0
STU5189,Shruti Kumar,9.4,68.6,44.1,,C,F,19,0.52,,
STU5190,Surya Patel,3.5,82.1,37.5,,B,M,,0.5,7.4,1.4
STU5191,Ishaan Das,4.0,99.2,,94.6,A,,18,,7.4,2.6
STU5192,Vivaan Verma,,,50.5,98.6,A,Male,20,0.72,5.5,4.5
STU5193,Aarav Das,,71.4,39.0,53.6,D,M,-5,0.9,7.4,7.5
STU5194,Nikhil Reddy,,69.7,41.2,51.6,D,Male,17,0.7,4.2,
STU5195,Krishna Kapoor,2.8,69.9,36.8,80.6,,Male,23,0.84,9.4,6.3
STU5196,Diya Malhotra,8.2,75.1,43.4,64.9,C,female,18,0.89,72.4934004,7.7
STU5197,Dev Jain,7.6,92.7,36.9,41.5,D,M,-12,0.81,7.6,2.7
STU5198,Ira Joshi,,,31.1,60.8,,,25,0.97,6.0,3.0
STU5199,Aditya Malhotra,4.5,68.1,42.3,,A,M,-8,0.68,6.0,6.9
STU5200,Krishna Iyer,3.5,,41.5,87.8,A,Male,unknown,0.83,6.4,4.9
STU5201,Ayushi Reddy,3.7,85.5,36.9,69.7,,,18,0.94,6.0,6.7
STU5202,Krishna Nair,9.8,80.9,,,C,M,23,0.58,4.0,2.0
STU5203,Aadhya Patel,,77.4,43.8,74.8,B,female,-6,0.91,8.4,3.0
STU5204,Meera Patel,7.5,67.7,37.7,53.2,D,female,25,0.97,5.4,
STU5205,Aditya Reddy,9.8,79.5,49.0,71.6,B,Male,,0.52,7.3,6.5
STU5206,Reyansh Kapoor,4.4,76.0,28.6,40.7,,M,-16,0.63,8.8,6.2
STU5207,Harsh Iyer,8.2,91.8,46.1,,,M,-20,0.62,,7.1
STU5208,Harsh Jain,4.9,90.5,36.9,60.2,,M,19,0.88,,
STU5209,Ananya Gupta,,65.4,48.3,80.5,B,female,18,,5.9,3.9
STU5210,Tanvi Singh,2.6,63.5,421.6632718,78.3,,F,19,0.53,7.4,3.9
STU5211,Nikhil Verma,9.5,,47.5,62.9,,M,22,0.87,9.9,
STU5212,Nikhil Patel,3.0,81.4,26.3,40.4,D,Male,unknown,0.97,4.4,6.8
STU5213,Shruti Khanna,3.9,94.3,,55.1,C,female,-11,0.75,7.7,3.3
STU5214,Meera Chopra,7.8,62.3,45.2,78.0,,,-17,0.99,,1.1
STU5215,Shaurya Khanna,4.5,81.1,30.4,44.3,D,,24,0.66,4.7,1.7
STU5216,Aadhya Kapoor,6.5,81.6,35.1,46.5,D,F,23,0.72,,4.1
STU5217,Ira Verma,5.0,94.4,43.1,78.8,B,,24,9.265056127,4.3,5.7
STU5218,Saanvi Mehta,7.7,63.9,47.4,85.3,A,F,,0.86,5.5,5.4
STU5219,Sara Kumar,3.1,,31.0,,,female,,0.55,7.2,2.7
STU5220,Ishita Khanna,1.5,,31.4,69.4,C,F,22,0.57,5.5,4.5
STU5221,Ananya Kumar,3.7,94.6,45.9,96.7,A,F,23,8.371613642,9.3,
STU5222,Kavya Saxena,5.3,97.6,49.4,96.7,A,,-2,0.99,5.8,
STU5223,Aadhya Verma,2.5,99.7,32.5,58.5,C,,17,0.74,9.8,2.9
STU5224,Krishna Saxena,4.2,98.4,44.8,88.6,A,Male,24,8.265830136,6.9,2.2
STU5225,Krishna Mehta,4.6,,37.9,,B,M,-1,0.75,6.1,4.1
STU5226,Ritika Malhotra,1.5,61.9,38.7,98.5,A,F,22,0.53,6.4,3.7
STU5227,Diya Bansal,,65.9,39.6,68.7,C,F,20,0.89,9.1,1.1
STU5228,Saanvi Bansal,9.0,74.0,51.4,86.5,,F,19,,5.0,1.3
STU5229,Ishaan Nair,2.4,93.2,40.0,,A,M,19,0.57,7.6,4.0
STU5230,Myra Mehta,6.4,95.7,43.3,69.8,,female,22,0.87,,6.8
STU5231,Arjun Verma,7.0,67.5,47.1,87.7,A,M,24,0.98,6.1,4.7
STU5232,Priya Mehta,4.8,84.8,34.8,,C,F,23,0.8,4.7,2.9
STU5233,Ishita Malhotra,,96.7,38.5,,D,female,17,0.72,,
STU5234,Kavya Singh,4.7,78.5,36.9,65.5,C,F,22,0.87,5.1,6.6
STU5235,Anika Iyer,,64.1,46.4,96.6,,female,unknown,0.91,4.6,7.7
STU5236,Myra Agarwal,57.60347867,78.3,31.0,,B,F,,0.64,8.2,2.3
STU5237,Ira Verma,7.2,75.0,45.3,78.1,B,F,25,0.51,6.9,6.3
STU5238,Navya Khanna,,83.1,,77.4,B,female,21,0.84,8.0,3.1
STU5239,Krishna Malhotra,1.3,77.5,24.8,48.0,,Male,17,0.71,5.2,4.5
STU5240,Shaurya Mehta,4.3,,33.7,63.4,C,M,18,0.61,8.9,3.9
STU5241,Ananya Verma,9.8,899.6321452,54.3,82.4,B,female,,0.84,7.0,3.0
STU5242,Vivaan Joshi,4.8,81.7,47.3,,A,M,,0.69,5.0,3.8
STU5243,Vihaan Malhotra,5.5,78.9,33.9,50.1,D,Male,25,,,2.9
STU5244,Krishna Nair,9.2,98.2,,64.6,C,,17,0.88,,2.9
STU5245,Priya Singh,,,35.3,45.7,D,female,19,0.85,7.8,
STU5246,Dev Bansal,6.2,67.6,35.5,54.5,D,Male,21,,,3.9
STU5247,Vihaan Das,,92.3,44.4,62.6,C,Male,unknown,0.66,5.3,
STU5248,Priya Singh,8.8,70.4,46.4,72.4,B,F,20,0.74,,2.6
STU5249,Kavya Nair,5.1,92.0,35.5,,,F,19,0.59,5.8,
STU5250,Aditya Kumar,,70.9,33.8,53.7,,Male,20,0.69,5.1,6.5
STU5251,Sara Iyer,4.5,61.3,41.1,86.7,A,,,0.53,10.0,6.9
STU5252,Rohan Das,,80.7,56.8,97.8,A,Male,,0.96,5.6,5.0
STU5253,Kavya Kumar,7.3,67.9,39.2,59.4,C,F,20,,7.3,4.7
STU5254,Sai Joshi,,90.3,36.8,81.3,B,Male,23,0.7,7.1,2.1
STU5255,Shaurya Joshi,,85.6,42.8,55.5,C,Male,18,0.89,5.4,5.6
STU5256,Vihaan Joshi,5.3,96.9,49.0,95.7,A,M,18,0.76,5.5,2.0
STU5257,Aarav Jain,54.84801406,,36.4,80.4,B,Male,,,6.5,4.6
STU5258,Aarav Mehta,5.9,,45.0,88.2,A,M,unknown,0.8,5.4,5.5
STU5259,Aadhya Chopra,4.8,92.0,31.7,43.0,D,female,22,0.66,8.0,3.7
STU5260,Arjun Kapoor,8.9,85.7,,75.9,,Male,18,0.9,6.7,1.6
STU5261,Shaurya Singh,2.8,,35.8,71.7,,Male,,0.56,7.5,6.5
STU5262,Aarav Singh,8.4,,43.4,57.6,C,M,209.2714034,0.91,5.3,3.5
STU5263,Aditya Saxena,6.0,83.0,37.0,55.7,C,Male,,0.65,8.0,2.6
STU5264,Shruti Kumar,,,33.3,74.8,B,F,,0.83,8.2,7.7
STU5265,Harsh Reddy,,85.5,52.7,,B,M,25,,5.5,
STU5266,Sai Mehta,5.6,71.9,31.0,42.0,D,M,18,0.55,8.5,
STU5267,Ira Iyer,3.6,67.3,36.1,74.0,B,F,,0.52,5.0,1.3
STU5268,Aditya Saxena,5.2,84.7,33.9,50.2,D,Male,24,1.0,,6.4
STU5269,Priya Jain,8.7,,38.9,48.4,D,female,20,0.67,8.7,7.9
STU5270,Tanvi Das,3.7,63.2,36.9,77.4,B,female,-23,0.79,8.7,3.1
STU5271,Kavya Bansal,2.7,60.0,29.0,,C,,17,,5.0,6.3
STU5272,Reyansh Nair,2.2,84.3,,801.8997133,C,M,18,0.65,4.7,1.3
STU5273,Vihaan Gupta,,74.5,33.3,61.6,C,M,unknown,,8.7,2.2
STU5274,Ritika Sharma,,834.4437763,48.7,78.9,B,F,18,0.66,9.4,2.9
STU5275,Vihaan Singh,5.2,75.0,,,,,18,0.78,9.3,2.9
STU5276,Sneha Sharma,3.0,79.4,,97.8,A,,22,0.56,4.3,4.9
STU5277,Vivaan Khanna,2.5,76.3,453.5870452,61.1,C,,,0.56,8.3,
STU5278,Meera Singh,,86.0,41.9,84.4,B,female,23,0.72,9.1,2.6
STU5279,Nikhil Kumar,9.5,,43.0,800.1149576,C,Male,25,0.53,4.4,5.9
STU5280,Kavya Kapoor,,840.6993015,39.2,70.5,B,female,22,0.83,9.8,3.1
STU5281,Nikhil Mehta,9.9,97.4,51.5,73.2,B,Male,unknown,,6.0,3.9
STU5282,Sneha Kumar,5.4,,38.1,59.7,C,female,22,0.56,8.7,4.0
STU5283,Krishna Agarwal,2.6,96.8,35.4,68.3,C,Male,18,0.57,7.9,7.4
STU5284,Diya Chopra,9.0,78.0,42.8,56.8,C,female,17,0.88,8.0,3.3
STU5285,Shruti Gupta,5.1,81.5,30.5,40.4,,,-2,0.61,9.7,3.7
STU5286,Rohan Mehta,7.4,89.7,39.6,,D,M,unknown,0.75,9.6,6.6
STU5287,Sara Patel,9.9,87.8,53.2,82.0,B,F,24,0.94,6.0,4.1
STU5288,Sneha Khanna,1.5,,38.4,86.3,,female,20,0.5,6.3,6.2
STU5289,Reyansh Reddy,1.9,,29.7,56.8,,,,0.9,9.4,46.98835302
STU5290,Sneha Patel,,,44.3,64.5,C,,21,0.77,7.3,6.0
STU5291,Sneha Singh,3.5,73.9,27.0,42.2,,female,22,,7.8,5.5
STU5292,Yash Bansal,2.7,93.3,31.0,54.2,D,M,19,0.69,8.7,2.1
STU5293,Yash Joshi,,87.9,37.6,86.8,A,Male,,0.95,,8.0
STU5294,Aadhya Khanna,,87.7,34.1,76.4,B,F,18,8.283264754,7.6,5.1
STU5295,Surya Kumar,8.0,73.0,39.0,52.3,D,M,17,0.82,,49.1701263
STU5296,Meera Verma,2.2,91.4,30.2,55.4,C,female,unknown,9.003807329,8.3,
STU5297,Surya Malhotra,5.2,96.0,46.7,89.0,A,Male,-12,0.79,,5.2
STU5298,Myra Kumar,6.5,68.7,35.6,,D,,18,0.89,4.1,7.1
STU5299,Dev Das,4.9,85.0,36.3,60.0,C,Male,20,0.74,5.3,
STU5300,Harsh Sharma,60.12948555,75.7,33.9,,,M,21,0.84,4.3,
STU5301,Aarav Nair,8.1,,48.3,73.7,B,M,23,0.93,7.2,1.2
STU5302,Arjun Kapoor,1.1,79.2,30.4,67.7,C,M,,0.8,6.8,6.6
STU5303,Ritika Agarwal,7.9,69.1,50.9,,D,F,22,0.9,4.8,
STU5304,Priya Das,9.0,,41.5,53.2,D,F,17,0.98,7.4,2.3
STU5305,Tanvi Joshi,4.9,,,84.5,B,F,,0.62,7.6,4.1
STU5306,Navya Khanna,,63.0,32.8,49.5,D,female,25,0.75,7.2,4.2
STU5307,Sara Saxena,5.3,84.1,42.1,,B,F,-9,0.97,7.3,6.1
STU5308,Karthik Agarwal,4.5,97.2,46.4,92.2,A,Male,,0.71,4.5,3.7
STU5309,Reyansh Agarwal,,94.0,47.6,67.5,C,M,,0.69,6.9,5.6
STU5310,Shruti Reddy,9.0,62.7,49.3,83.5,B,female,-13,0.9,,1.7
STU5311,Nisha Sharma,4.0,,,89.2,,female,25,0.58,8.0,7.2
STU5312,Ayushi Jain,6.5,87.9,36.2,48.2,,F,21,0.79,74.74234969,
STU5313,Vivaan Bansal,9.3,66.5,49.9,,B,Male,24,0.71,7.9,
STU5314,Nikhil Jain,55.20182652,60.5,54.0,95.2,,,25,0.7,8.5,1.1
STU5315,Ananya Saxena,5.6,66.9,40.3,74.6,B,female,21,0.98,5.7,4.2
STU5316,Karthik Nair,5.1,93.5,34.9,51.2,D,M,25,0.58,4.3,4.8
STU5317,Rohan Nair,3.5,,,47.6,D,,18,0.95,8.3,1.2
STU5318,Manav Kumar,,69.3,42.8,55.6,C,M,189.7010951,0.52,6.3,3.6
STU5319,Sara Saxena,,90.3,27.5,46.2,D,F,20,0.76,7.9,1.3
STU5320,Rohan Kumar,,83.4,42.0,70.8,,M,22,0.95,4.4,1.7
STU5321,Anika Iyer,3.5,91.3,29.4,44.2,D,female,,0.72,4.9,7.7
STU5322,Navya Gupta,3.5,89.8,,,D,F,22,0.75,6.1,1.3
STU5323,Priya Jain,4.6,,35.3,,,F,-15,0.53,8.2,3.6
STU5324,Tanvi Jain,,95.7,50.1,,D,,-17,,6.8,1.3
STU5325,Tanvi Nair,1.5,69.1,,73.9,B,F,22,0.88,6.3,6.1
STU5326,Diya Mehta,,,45.3,,B,female,17,0.68,,5.0
